회사명,제목,마감일,주소,급여
㈜제인솔루션,제주 중문 롯데호텔 내 브이스파 데스크 사무업무 및 매장관리 경력사원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47808654&rtnTarget=list29&pageIndex=18&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@399a53fd&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,월급300만원~350만원
유씨엘(주),[일자리매칭플랫폼] 유씨엘(주) 화장품 충진 및 포장사원 구인,24/11/18,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=KOS&iorgGbcd=KOS&callPage=detail&wantedAuthNo=197407&rtnTarget=list30&pageIndex=18&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@399a53fd&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
유씨엘(주),[일자리매칭플랫폼] 유씨엘(주) 화장품 생산팀 포장설비 운전 및 관리담당 (오퍼레이터),24/11/18,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=KOS&iorgGbcd=KOS&callPage=detail&wantedAuthNo=197406&rtnTarget=list31&pageIndex=18&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@399a53fd&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
마차이짬뽕,홀서빙 직원모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409260022&rtnTarget=list32,"시급9,860원~9,860원"
주식회사삼성엘리베이터,승강기 유지관리 점검 업무,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409260021&rtnTarget=list33,월급230만원~250만원
(주)월자제지,"소각로 조작원 채용 (신입, 경력직)",채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409260020&rtnTarget=list34,"연봉3,500만원~3,800만원"
(주)제주직업전문학교,일반사무(OA)강사 구합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409260018&rtnTarget=list35,"시급20,000원~20,000원"
더로터스주식회사,[제주시 첨단] 수출업무(영어) 모집합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409260017&rtnTarget=list36,월급230만원~270만원
주식회사제이비프레시,식품회사에서 근무할 사무직원을 구합니다 - 바코드출력 경력 우대,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409260014&rtnTarget=list37,"연봉2,500만원~2,800만원"
오경종합건설(유),오경종합건설(유) 건축기술자 채용공고,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0322409260001&rtnTarget=list38,"연봉4,000만원~4,800만원"
(주)삼익,연동건물 시설관리 경력 채용 - (주)삼익,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409260012&rtnTarget=list39,월급230만원~300만원
영주유리창호SM남선알미늄대리점,단순 근로자(창호 제작 등) 채용합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022409260008&rtnTarget=list40,월급206만원이상
(주)남원하나로축산유통,(주) 남원하나로축산유통 사무직 경리 직원 채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022409260007&rtnTarget=list41,월급220만원이상
㈜미르마에이치알,급여협의/아워홈 자체직) 서귀포 의료원 단체급식 조리사 채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47800204&rtnTarget=list42&pageIndex=18&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@399a53fd&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,"연봉3,300만원~3,300만원"
케이종합건설 주식회사,건설회사 현장 소장 업무 담당하실 분을 모십니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022409260006&rtnTarget=list43,월급400만원이상
삼진기획,"광고, 편집, 시각디자이너 모집합니다.",채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409260001&rtnTarget=list44,월급230만원~280만원
서귀포해오름주간활동센터,2024년 제1차 서귀포해오름주간활동센터 사회재활교사 채용공고,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022409260003&rtnTarget=list45,"연봉2,737만원~3,400만원"
(주)이티엠,제주도 제주시 이마트 신제주점 시설관리(전기안전관리자) 직원모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120252409250020&rtnTarget=list46,"연봉3,250만원~3,750만원"
더로터스주식회사,화장품 온라인 마케터를 모집합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409250030&rtnTarget=list47,월급230만원~300만원
더로터스주식회사,화장품브랜드의 온라인MD를 모십니다.[경력직],채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409250027&rtnTarget=list48,월급230만원~300만원
정상우세무회계사무소,세무회계 직원 모집합니다,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022409250007&rtnTarget=list49,"연봉3,000만원~3,500만원"
제주한라대학교,제주한라대학교 교무처 사무원 (교무학사 행정업무) 채용 공고,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409250025&rtnTarget=list50,월급227만원~227만원
주식회사 제주트윈,GIS실시간측량및DB구축,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409250022&rtnTarget=list1,월급300만원~500만원
주식회사 제이유통,식자재 유통 업체의 자재 창고 관리직 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409250019&rtnTarget=list2,월급240만원이상
홀스랜드 제주 농업회사법인 주식회사,시설관리직 구인,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409250018&rtnTarget=list3,월급220만원이상
(주)씨앤에스자산관리,국제영어도시 BHA 전기과장 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120122409250007&rtnTarget=list4,월급367만원~367만원
성이시돌젊음의집청소년수련원,청소년수련원 수련교사,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409250009&rtnTarget=list5,월급210만원이상
효원재가장기요양기관,요양보호사 구합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022409250001&rtnTarget=list6,"시급13,000원이상"
(유)탑종합방재,회계 및 사무관리 하실분 구합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409250005&rtnTarget=list7,월급230만원~230만원
사회복지법인 제주태고복지재단 제주태고원,제주태고원 조리사 채용공고,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409250001&rtnTarget=list8,월급235만원이상
㈜코리아인,[폴바셋 제주이호DT점] 바리스타 모집,24/11/08,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47790179&rtnTarget=list9&pageIndex=19&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@1edb9e0e&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
제주 진심돌봄 통합재가복지센터,방문요양 재가센터 사회복지사 선생님 모십니다,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409240023&rtnTarget=list10,월급230만원~250만원
주식회사 늘푸름개발,제주 함덕  스위트캐슬 호텔 객실팀(프론트) 직원 채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409240017&rtnTarget=list11,"연봉2,472만원~2,700만원"
그린웰주식회사,도시락제조 전처리(야채손질 등) 하실분 모집합니다,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022409240013&rtnTarget=list12,월급220만원이상
(주)아성기술단,전기안전관리자 채용 공고(전기기사/전기산업기사 필수),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022409240012&rtnTarget=list13,월급350만원이상
(주)대유산업,스포츠 여가 직원 모집(사격장 영업장 관리),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022409240011&rtnTarget=list14,"연봉2,800만원~2,830만원"
제주사랑한의원,"제주사랑한의원 간호조무사, 데스크 직원 채용",채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409240016&rtnTarget=list15,월급220만원~240만원
(주) 대동,보일러관리자 (스치로폴 생산),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409240014&rtnTarget=list16,월급240만원~300만원
(주) 빌텍,신라스테이플러스 이호테우 호텔 시설팀 부문별 채용공고,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120032409240021&rtnTarget=list17,월급265만원이상
위호텔,"WE호텔 분야별 인재채용(판촉팀,예약실,식음팀,웰니스팀,시설팀)",24/11/23,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47780061&rtnTarget=list18&pageIndex=19&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@1edb9e0e&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
탐라콘테이너,콘테이너 제작 관련 제조 단순 종사원,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409240010&rtnTarget=list19,월급250만원~250만원
주식회사에버그린제이,사무직 채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409240007&rtnTarget=list20,월급206만원이상
가족재활복지타운,가족재활복지타운  조리사채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10542409240001&rtnTarget=list21,월급210만원~210만원
주식회사아진,전기 배선 기술자,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409240005&rtnTarget=list22,월급206만원이상
나무(NAMU),건축 인테리어 현장직,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409240002&rtnTarget=list23,월급206만원~400만원
농업회사법인 유한회사 순대고을,식품제조업에 근무 하실분,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409240001&rtnTarget=list24,월급230만원~230만원
농업회사법인(주)바이오제주,[일자리매칭플랫폼] 농업회사법인(주)바이오제주 생산직 직원 모집 (지게차운전 우대),24/11/23,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=KOS&iorgGbcd=KOS&callPage=detail&wantedAuthNo=197606&rtnTarget=list25&pageIndex=19&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@1edb9e0e&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
(주)비케이시큐리티,보안 직원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409230041&rtnTarget=list26,월급285만원~290만원
주식회사 수창,마케팅 직원모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409230039&rtnTarget=list27,월급130만원~150만원
디앤제이메디칼,영업직 사원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409230037&rtnTarget=list28,"연봉3,000만원이상"
주식회사우림소방,소방시설 점검원 모집합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022409230007&rtnTarget=list29,"연봉3,700만원~3,700만원"
반짝반짝 작은별,언어재활사 구인,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022409230006&rtnTarget=list30,"시급30,000원~35,000원"
힘찬노인복지센터,요양보호사(방문목욕),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409230030&rtnTarget=list31,월급300만원~350만원
재놀스배어린이집,영양사구합니다,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409230027&rtnTarget=list32,월급106만원이상
