회사명,제목,마감일,주소,급여
(주)제이씨엠,커피원두및 카페재료 배송 직원 구함,24/11/06,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410070012&rtnTarget=list10,"연봉2,500만원이상"
정성학마취통증의학과의원,방사선사 충원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410070001&rtnTarget=list11,"연봉3,000만원이상"
두잉씨앤에스,[삼성스토어] 제주점 주차관리 모집,24/11/06,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47847747&rtnTarget=list12&pageIndex=17&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@492b8f93&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,월급257만원~257만원
㈜맥서브,서귀포 테디팰리스 제주 시설/보안/프론트/룸메이드 채용,24/11/06,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47850426&rtnTarget=list13&pageIndex=17&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@492b8f93&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
신신호텔 천지연,[신신호텔그룹] 프론트 신입사원 모집합니다(1인1실 숙식제공),24/11/07,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47848647&rtnTarget=list14&pageIndex=17&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@492b8f93&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,월급235만원~235만원
라헨느리조트㈜,[제주] 라헨느골프장 [시설관리][조리사] 직원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47843209&rtnTarget=list15&pageIndex=17&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@492b8f93&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
㈜에이치알스카우트,[높은급여] 제주 KT 무선 고객센터 순수 인바운드 상담사 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47842122&rtnTarget=list16&pageIndex=17&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@492b8f93&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,"연봉2,600만원~3,200만원"
(주)대진기업,"건설업종(비계,용접,건설현장) 관리자모집",채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410040064&rtnTarget=list17,월급300만원이상
현정응,농업 단순 종사자 채용,24/12/03,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410040011&rtnTarget=list18,"시급9,860원~9,860원"
올레하르방,생산직사원모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410040053&rtnTarget=list19,월급206만원~220만원
(주)건축사사무소오름그룹,[감리자모집] 건축 감리자 경력직 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410040049&rtnTarget=list20,"연봉6,000만원이상"
주식회사대진콘테이너,직원채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410040048&rtnTarget=list21,"시급9,860원이상"
주식회사 친자가족호텔,프론트 직원,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410040043&rtnTarget=list22,월급270만원~270만원
대중적한우,함께 일할 직원 홀서빙원 구합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410040034&rtnTarget=list23,"시급12,000원~12,000원"
대중적한우,함께 일할 직원 주방 보조원 구합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410040033&rtnTarget=list24,"시급11,000원~11,000원"
주식회사 우리자원해운,회계 팀원 모집(* 이력서 사진 첨부 요망),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410040019&rtnTarget=list25,월급230만원~290만원
연동365요양원,*함께 근무할 간호사 선생님을 채용합니다!,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410040018&rtnTarget=list26,월급270만원이상
국도안전관리(주),제주 서귀포시 공사현장 격일 경비원 (구인),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKR002410040009&rtnTarget=list27,월급248만원~248만원
(주)제주블루오션,[정규직] 호텔 예약실 및 프론트 관리 담당자,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410040002&rtnTarget=list28,"연봉3,200만원이상"
케이지모빌리티제주서비스센터 주식회사,자동차 부품 관리업무,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410040008&rtnTarget=list29,"연봉2,600만원~3,000만원"
㈜휴머니스트,"[LOUIS VUITTON] 명품 루이비통 코리아 부산 지역 점장/ 서울, 경기, 인천, 대전, 제주 팀매니저/판매사원 채용",24/12/03,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47840008&rtnTarget=list30&pageIndex=17&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@492b8f93&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
㈜휴머니스트,[BURBERRY] 명품 버버리 코리아 전국(서울/경기/인천/대전/광주/부산) 백화점/면세점/아울렛 판매사원 채용,24/12/03,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47840084&rtnTarget=list31&pageIndex=17&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@492b8f93&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
㈜케어원,[(주)케어원] 제주지역 영업 담당 채용,24/12/03,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47837318&rtnTarget=list32&pageIndex=17&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@492b8f93&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
(주)제주블루오션,[정규직] 호텔 예약실 및 프론트 관리 담당자를 모십니다.,24/12/03,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CIN&iorgGbcd=CIN&callPage=detail&wantedAuthNo=2410040001586&rtnTarget=list33&pageIndex=17&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@492b8f93&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,"연봉2,700만원~3,000만원"
에이치알에스코리아,"KT그룹 정규직 [제주센터] 핸드폰(더쉬운) 요금제,부가서비스 변경 전산처리 및 상담",24/11/25,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47834821&rtnTarget=list34&pageIndex=17&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@492b8f93&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,월급240만원~260만원
한국국제학교,"[KIS Jeju]Business Staff - 입학상담팀, 인사팀, 자산및 사택관리, 총무팀, 비서팀, 시설부(사무직, 전기, 기계), 사무보조, 편의점 직원및 단시간 직원채용",채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47833803&rtnTarget=list35&pageIndex=17&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@492b8f93&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
㈜사운드코어 (Sound co,누수탐사 팀원 채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47832781&rtnTarget=list36&pageIndex=17&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@492b8f93&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,"연봉3,600만원~3,600만원"
(주)인프라케이,통신 공사업,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410020050&rtnTarget=list37,월급290만원이상
(주)세스코,[장애인 채용] ㈜세스코 제주동부지부 사무보조 모집,24/12/20,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=Dd0cbf2410020057&rtnTarget=list38,"연봉1,670만원~1,670만원"
용성호,연근해 갑판원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410020013&rtnTarget=list39,"시급9,860원이상"
주식회사 우성전력,내선 전기 구인신청,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410020008&rtnTarget=list40,"연봉3,500만원이상"
주식회사 제주도드론,드론 교육장 교관 및 기타 드론 업무,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410020007&rtnTarget=list41,"연봉3,000만원이상"
샤인빌파크컨트리클럽,<샤인빌파크컨트리클럽> 코스관리 경력직원 채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410020005&rtnTarget=list42,"연봉3,000만원이상"
(주)형제,기계설비소장 및 가스설비기사 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410020004&rtnTarget=list43,월급250만원~350만원
솔담한방병원,솔담한방병원 병동 간호사 모집(정규직),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410020031&rtnTarget=list44,"연봉3,000만원이상"
주식회사 월자포장,단순노무직 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410020028&rtnTarget=list45,월급234만원이상
주식회사미래종합건설,종합건설 공무 및 사무보조원 모집합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410020027&rtnTarget=list46,월급230만원~350만원
안신하이텍,현장 설치 및 정비 직원 모집합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410020025&rtnTarget=list47,월급240만원이상
(주)삼구아이앤씨,표선 해비치호텔 룸메이드 모집,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10542410020001&rtnTarget=list48,월급231만원~250만원
(주)이음,엠버퓨어힐 호텔&리조트 하우스맨 채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0322410020002&rtnTarget=list49,월급230만원~230만원
(주)아이존코리아,광고디자이너 모집,24/12/01,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410020020&rtnTarget=list50,월급300만원~350만원
(주)대경네트웍스,"POS시스템, 신용카드단말기 영업및 설치 관리자 모집",24/11/29,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410020019&rtnTarget=list1,"연봉2,600만원~3,500만원"
(주)이음,[캐슬렉스제주 골프클럽] 퍼블릭(고객 안내직원) 채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0322410020001&rtnTarget=list2,월급230만원~230만원
(주)삼다,쇼핑몰 운영 /기획 및 스마트스토어 기획/운영자 모집(근무지:제주시 도남동),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410020015&rtnTarget=list3,"연봉2,900만원이상"
(주)월자제지,"전기기사, 전기산업기사 구인",채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410020014&rtnTarget=list4,"연봉5,000만원~5,000만원"
농업회사법인주식회사제주원푸드,식품회사 설비 관리 공무 직원 모집,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410020005&rtnTarget=list5,월급250만원이상
(주)올탑농업회사법인,쇼핑몰 관리 및 CS직원 채용 공고,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410020004&rtnTarget=list6,월급210만원이상
주식회사삼다석재,정직원 채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410020002&rtnTarget=list7,월급400만원~500만원
주식회사 바로제주,유통물류센터 상품 입 출고 및 재고관리 사원모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410020001&rtnTarget=list8,월급230만원이상
주식회사 귤꽃푸드,병원식당 조리사 및 조리장 구인,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0322409300002&rtnTarget=list9,월급310만원~310만원
농업회사법인 주식회사 제철에만,농업관리 단순종사원,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022409300004&rtnTarget=list10,월급206만원~300만원
짝치즈등갈비,주방보조원 구인합니다.,24/11/29,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409300030&rtnTarget=list11,"시급9,860원~9,860원"
천지영농조합법인,영업 및 배송사원 채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409300022&rtnTarget=list12,"연봉3,000만원이상"
(주)티케이비,제주 토평동 특급리조트 메이드 4명 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120252409300005&rtnTarget=list13,월급220만원~240만원
배정형외과내과의원,[제주시 삼화지구 배정형외과내과의원] 원무과 및 간호부,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409300021&rtnTarget=list14,"연봉2,600만원~3,400만원"
쿠팡로지스틱스서비스 유한회사,"[쿠팡CLS] 헬퍼리더 채용 (현장운영, 물류관리자성장 기회)",채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120032409300019&rtnTarget=list15,월급280만원~410만원
쿠팡로지스틱스서비스 유한회사,[쿠팡로지스틱스서비스] 플렉스 어시스턴트 (현장관리자),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120032409300017&rtnTarget=list16,"연봉2,500만원~3,300만원"
주식회사 주성통신,통신(유선) 현장지원업무 모집합니다,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409300012&rtnTarget=list17,월급250만원이상
티지에스정보기술,사무용 전산장비 설치 수리 담당 직원모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409300008&rtnTarget=list18,"연봉2,700만원~3,300만원"
신신호텔제주공항,신신호텔 제주공항 객실영선업무기사 모집합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409300006&rtnTarget=list19,월급220만원이상
키즈빌어린이집,어린이집 조리사 보조인력 채용합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409300005&rtnTarget=list20,월급54만원~54만원
삼해건설주식회사,경리사무원(건설),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409300004&rtnTarget=list21,월급220만원이상
미래어망,어망 조립원 구인,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409300003&rtnTarget=list22,월급241만원~250만원
정우산업개발주식회사,정우산업개발(주) 건설폐기물 분리선별직(1명) 구인,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409270038&rtnTarget=list23,월급254만원~254만원
효성산업 주식회사,건축현장소장,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409270033&rtnTarget=list24,월급280만원~300만원
주식회사신설,기업영업 관리직원 구인,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409270031&rtnTarget=list25,월급260만원~350만원
(사)씨에이치부설제주직업전문학원,[강사모집] 바리스타 강사구함,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409270030&rtnTarget=list26,"시급20,000원~20,000원"
주식회사에버그린제이,"초콜릿 생산,포장직원구함",채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012409270024&rtnTarget=list27,월급206만원이상
사단법인서귀포시스포츠클럽,2024년 서귀포시민문화체육복합센터 운영 직원 채용공고,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022409270001&rtnTarget=list28,월급303만원~353만원
